id,name,description,founder_email,funding_goal,amount_raised,status,created_at
3653,"Patla, Patla and Om",Aspernatur deserunt adipisci totam qui. Aspernatur possimus quidem excepturi harum voluptates dolorem sint. Veritatis eveniet deleniti quaerat. Officiis doloribus laboriosam quam.,zayanbuch389@gmail.com,5889547.62,3044821.82,pending,2023-02-22
3654,Chacko and Sons,Vel quidem voluptatum animi vel. Possimus reiciendis esse quam a enim ducimus. Eum corporis illum id rem eos eius. Officiis commodi occaecati quaerat.,wahabravi65@gmail.com,3348692.63,2330267.57,pending,2023-04-28
3655,"Buch, Hari and Jaggi","Aliquam vel commodi quasi. Blanditiis autem placeat quaerat consequuntur.
Quidem repellat placeat autem asperiores commodi dolore. Quaerat dignissimos recusandae neque.",calebrajan272@gmail.com,5298726.96,1119897.12,rejected,2020-03-18
3656,Lata-Guha,Eius inventore earum temporibus quis nesciunt quidem. Inventore assumenda perferendis perspiciatis nobis odio. Ipsa accusantium veritatis ipsam.,anshchhabra119@gmail.com,5728280.59,1051808.22,approved,2020-07-15
3657,"Ravel, Dave and Bora","Repellat hic ipsum in fuga eveniet natus. Esse tempore quia autem et suscipit architecto.
At libero numquam molestiae culpa occaecati minima. Porro fugiat nobis nulla perspiciatis quo officia.",tristansarna628@gmail.com,5014356.93,2029446.29,rejected,2024-08-16
3658,Apte-Menon,Accusantium numquam et fuga rerum officia. Distinctio aliquid ut labore incidunt perspiciatis magni. Consectetur repellat explicabo perferendis dicta omnis.,henrymammen179@gmail.com,827044.68,172756.57,approved,2021-01-05
3659,Srinivas LLC,"Adipisci tempora voluptatibus porro iste officiis ducimus tenetur. Odit vero sit explicabo.
Aperiam quod assumenda praesentium. Incidunt repudiandae temporibus qui aliquam.",sanyachhabra994@gmail.com,5320979.25,3400213.29,rejected,2024-08-06
3660,Rajagopal-Rai,Nulla iusto quo atque. Adipisci iste nisi consectetur iste. Aspernatur tenetur consequuntur nobis quod sed ad delectus.,kabirradhakrishnan234@gmail.com,9425062.08,3381751.53,rejected,2024-11-18
3661,Varughese-Chaudhuri,Voluptatibus hic iure officia ipsam sequi. Aliquam assumenda deserunt. Nihil odio quibusdam quo maxime iure.,falanmani299@gmail.com,4279921.46,2189129.32,pending,2024-08-16
3662,"Bora, Palla and Wason",Autem itaque deserunt beatae. Optio explicabo esse deserunt natus magnam. Magni suscipit est voluptatibus ipsa voluptatibus dolore.,ekavirrajan289@gmail.com,3543845.8,668395.42,approved,2021-07-12
3663,"Vyas, Mand and Dasgupta",Ratione ipsa cumque optio recusandae ut dolores. Eligendi quae cumque corrupti voluptatibus. Earum voluptatem adipisci.,omishamahajan658@gmail.com,5746697.12,2788881.95,rejected,2023-01-30
3664,"Sheth, Kashyap and Sekhon","Suscipit in laborum assumenda blanditiis ipsum fugit. Enim sit aspernatur quidem dolor.
Quaerat quam aliquam quae delectus. Quos blanditiis impedit quo libero. Facilis nesciunt omnis quam.",aadhyakothari903@gmail.com,5624756.42,2704407.8,rejected,2022-08-20
3665,Devan PLC,Tenetur rerum tenetur officiis tempora. Accusantium aliquid corporis fugit nihil. Vero nobis culpa sed repudiandae.,balhaargoda662@gmail.com,7385470.33,3906566.57,rejected,2022-04-21
3666,Master-Arya,"Distinctio totam nulla repellendus alias nobis. Excepturi non possimus hic. Consequuntur quos voluptatibus possimus debitis vel at.
Id dolores facilis eveniet quia. Error placeat nesciunt iure.",varshakorpal923@gmail.com,2484263.69,525920.86,pending,2020-12-22
3667,Talwar Inc,"Incidunt saepe alias nihil consequatur neque. Harum inventore fugit asperiores.
Nisi vero ab possimus vitae rem nisi. Illum explicabo facilis architecto.
Illo alias distinctio.",anjalibarad789@gmail.com,6462760.51,4188699.84,approved,2020-12-16
3668,Narain LLC,Dolorem odio error totam veniam fugiat voluptates. Iure esse impedit temporibus. Nisi veritatis sed.,gaurisridhar916@gmail.com,6180844.12,3707453.34,rejected,2024-04-12
3669,"Mukherjee, Mitter and Dyal","Quibusdam natus vel omnis esse. Voluptates hic delectus eos placeat corporis.
Aliquid unde earum expedita unde nihil maiores. Doloremque repellat quod porro hic.",rachitalad215@gmail.com,4715706.93,1802887.49,pending,2021-12-07
3670,"Virk, Seshadri and Oza",Repellat officiis similique molestiae. Repellendus corrupti necessitatibus quam vero beatae repellat.,pratyushbumb575@gmail.com,5677374.64,2860677.63,rejected,2024-12-26
3671,Lad-Kothari,Beatae ratione vel quos unde. Cumque ullam quod enim facere accusantium quidem. Dicta possimus adipisci.,lipikasaxena112@gmail.com,7058914.96,816600.52,rejected,2020-04-22
3672,"Minhas, Chauhan and Upadhyay",Ipsam soluta similique quae. Placeat explicabo commodi quidem vel laborum ullam. Quae reiciendis fugit.,yashodarai67@gmail.com,6744630.76,5013485.85,approved,2023-11-04
3673,Pillai Group,"Numquam vel inventore laudantium repellat alias repellendus molestias. Illo esse cum.
Accusamus itaque quasi at a. Sint excepturi nobis alias. Quaerat autem officiis eveniet molestiae.",pratyushjayaraman580@gmail.com,2713961.38,2610914.08,rejected,2022-09-30
3674,Andra Ltd,"Facere labore ex culpa blanditiis. Ea repellat dignissimos iusto nesciunt.
Voluptate et ad nulla quasi. Iure unde natus a quidem.",warhibose321@gmail.com,6640316.37,1888255.8,rejected,2023-10-15
3675,"Chandra, Tara and Mody","Et unde quis. Eius provident et iste dignissimos.
Laborum ut laudantium consequuntur. Facilis provident fuga asperiores quos.",tanishnarula956@gmail.com,4870622.79,4453148.3,rejected,2022-06-19
3676,Dixit-Gara,"Saepe voluptas accusantium veritatis. Reiciendis optio sit provident.
Repellendus aspernatur explicabo. Explicabo aspernatur nemo magnam. Aliquid dolores inventore dicta odio ducimus veniam.",jagatsaran399@gmail.com,5145748.2,4395591.05,pending,2024-06-03
3677,Khare-Borra,"Sit officia amet veritatis quia ipsa minima inventore. Rem nostrum velit cum ducimus. Voluptas rem numquam unde minima.
Quisquam tenetur enim voluptate. Neque accusantium corporis fugiat corporis.",falangupta317@gmail.com,5146393.98,2344050.07,pending,2022-12-08
3678,Mukhopadhyay-Madan,"Quo corporis consequuntur eos nesciunt fugiat.
Pariatur aliquam ex repellat harum enim hic. Quae odio occaecati veritatis eum.",dayamaimitra136@gmail.com,4699514.02,1797453.27,rejected,2022-07-22
3679,Khosla-Loyal,Facere tempore corrupti tenetur similique atque accusamus. Suscipit officiis eveniet sapiente magnam illo optio.,devpalla418@gmail.com,7383414.99,1610745.08,rejected,2024-04-17
3680,Bhat Group,Perspiciatis quis ea in. Quis repellendus enim saepe deleniti ratione. Reiciendis quam consequuntur ipsam amet.,binadhaliwal423@gmail.com,4832564.08,1455875.68,pending,2021-10-10
3681,Dube and Sons,"Dolorem quas alias sint exercitationem tempora eum.
Expedita nostrum quod iusto. Quidem ratione sint nisi ullam nulla.",tamannadasgupta860@gmail.com,2760907.74,1244881.01,rejected,2023-12-31
3682,"Cheema, Peri and Pant","A fugit ab. Pariatur quas odit natus accusantium.
Fugiat facilis molestias. Beatae beatae deleniti ab.
Iusto eius reprehenderit soluta. Voluptatem consectetur dolores quibusdam veritatis.",krishakalita437@gmail.com,4212940.29,1457612.93,rejected,2020-06-16
3683,Karnik Ltd,"Laboriosam reiciendis maxime dignissimos.
Molestiae ratione adipisci unde quod omnis deleniti. Doloribus vitae saepe provident eius quibusdam repellendus. Maiores cupiditate inventore autem ipsum.",chandaninatarajan913@gmail.com,5357389.43,1832674.52,approved,2024-06-28
3684,Shenoy Inc,"Asperiores laudantium quis perspiciatis veniam id doloribus illo. Commodi saepe adipisci facere ab voluptatibus.
Nam odit architecto. Voluptatum corporis nulla nam accusamus necessitatibus.",vedasaraf443@gmail.com,7458429.57,1893938.27,approved,2024-02-02
3685,"Issac, Hegde and Sood",Recusandae nisi debitis inventore vitae quo. Voluptates veniam cum saepe debitis. Doloremque voluptates repellendus eos nemo quam eveniet.,indiraratti734@gmail.com,6206189.37,2764006.08,pending,2023-08-01
3686,Sehgal PLC,In autem eveniet odit sapiente. Quia aspernatur culpa ea consequuntur veniam maxime. Aut quasi sint amet suscipit.,rajeshrisathe771@gmail.com,3298929.44,1788423.59,rejected,2021-10-10
3687,Verma-Wali,"Quam facere fugiat repudiandae. Ea accusamus ratione rem cupiditate.
Quaerat accusantium consectetur quisquam. Molestiae veniam quisquam nobis explicabo enim mollitia voluptatum.",urishillaganesan118@gmail.com,9970379.83,9256652.71,pending,2023-03-20
3688,Lad-Saraf,Illo nesciunt in ea quas impedit. Rerum praesentium culpa occaecati at non similique. Quae temporibus velit harum provident dignissimos.,waidabalakrishnan561@gmail.com,5529550.62,900567.3,approved,2022-01-17
3689,Ram-Shenoy,"Magni repellat beatae perferendis veniam animi vitae. Possimus sequi ut. Modi rerum aperiam accusantium atque.
Reiciendis earum laudantium nulla animi. Tempore sed fugiat ex.",girishchana670@gmail.com,7550781.48,983104.75,rejected,2023-08-23
3690,"Pradhan, Ganguly and Sharma","Vel porro excepturi quia explicabo amet dolor. Totam voluptatum voluptate.
Autem amet quis voluptate. Quam non dolorum. Ut molestiae perferendis dolores eum praesentium quod.",balhaarramesh940@gmail.com,4696571.13,4217003.72,rejected,2020-08-19
3691,Madan-Manda,"Ratione iure est exercitationem. Minima odit iusto nisi fugit.
Rem fugiat libero eveniet eos commodi. Harum deserunt provident ea quasi. Nesciunt sit sed doloremque.",finnmital437@gmail.com,6066718.49,1729740.58,rejected,2021-01-25
3692,Bedi PLC,Fuga voluptatibus dicta sunt odit veritatis. Totam repellat asperiores eveniet vitae.,jaioza735@gmail.com,6678937.01,3692530.23,approved,2021-11-25
3693,Thakkar-Dhawan,Ad error aspernatur laborum quae beatae in. Esse modi recusandae voluptatibus.,chaitalyarya816@gmail.com,7436389.42,4478922.7,rejected,2023-10-12
3694,"Kale, Singhal and Memon","Cum libero cum commodi reprehenderit aperiam optio.
Distinctio fuga dicta sunt autem dignissimos pariatur. Dolor nihil autem.",aryanrama261@gmail.com,7114736.61,2346794.37,rejected,2021-02-23
3695,"Garg, Garg and Ramesh","Fugit fugit aliquid minima aut. Alias in ipsa magni.
Fuga dicta laudantium blanditiis minima. Doloribus recusandae quod ad officia.
Distinctio ipsa quidem perspiciatis facere voluptatum repellendus.",omkaarlal474@gmail.com,6744394.0,4922323.15,rejected,2024-04-04
3696,"Shroff, Dube and Acharya",Repellat asperiores et. Optio corrupti magnam molestiae. Repudiandae ab provident doloremque laudantium veniam.,georgekadakia743@gmail.com,4369826.54,2831809.78,pending,2020-11-08
3697,Solanki-Iyer,Iure excepturi ratione distinctio reiciendis quae. Natus id quidem adipisci necessitatibus consectetur hic eligendi.,binasrinivasan664@gmail.com,3856507.92,2810217.79,approved,2023-07-24
3698,"Konda, Mohanty and Suri","Assumenda modi magnam. Ex pariatur assumenda assumenda. Ad aut earum fugiat animi animi itaque magnam.
Doloribus unde quam quo animi. Quibusdam laudantium veritatis quaerat dicta alias.",champakraju914@gmail.com,5665215.02,4475718.6,rejected,2022-06-01
3699,Sarna Group,Eius non cum. Incidunt beatae quos maiores sint cum. Ut esse tempore error expedita praesentium. Eaque ipsum inventore eius veritatis adipisci.,jaibatra391@gmail.com,6866256.14,2835651.98,pending,2024-08-30
3700,"Purohit, Kalita and Ravi","Error qui ad placeat veniam. Beatae occaecati magni cumque dolorum deserunt modi. Aspernatur impedit officiis iusto tempora.
Ipsa dolore blanditiis nobis eius.",varshakorpal923@gmail.com,4554558.6,1972190.98,pending,2021-08-21
3701,Saha Inc,Optio distinctio quas officiis eius expedita esse. Itaque delectus officia eius odit quam. Libero fuga doloremque libero dolores nostrum.,triyabhattacharyya651@gmail.com,7130343.93,5667802.06,pending,2024-07-07
3702,Loyal-Zacharia,Est quam odit quas vitae libero expedita. Laudantium facere magnam quo porro rerum deleniti molestias.,zashilbhatia770@gmail.com,7905233.49,6621077.81,rejected,2022-02-18
3703,"Chad, Patel and Comar",Optio laudantium illum maxime eveniet incidunt cum. Aut nam totam aliquam.,irakoshy654@gmail.com,3167358.16,1835872.87,approved,2022-06-15
3704,"Khanna, Tella and Gopal",Laudantium veritatis nostrum necessitatibus voluptatum modi. Consequuntur neque iure repudiandae doloremque doloremque. Accusamus sed tempora cum officiis explicabo.,hardiksaran73@gmail.com,3326158.59,2277309.66,approved,2022-10-28
3705,Narang LLC,"Deserunt dolores recusandae sequi eum. Maxime aut sapiente dolor natus iusto quae.
Fuga ipsum dolores sunt. Qui minima doloribus quis expedita dolorum nihil.",mahikamohan85@gmail.com,4719249.88,3393879.76,approved,2021-01-06
3706,Ganesh PLC,"Quod nobis ipsa amet temporibus debitis incidunt deserunt. Tenetur corporis eius quidem.
Architecto quisquam aliquid facilis. Doloremque delectus animi necessitatibus.",maanassama875@gmail.com,5615225.34,3323983.53,pending,2020-01-03
3707,"Srinivasan, Sood and Varughese",Facere nesciunt officia quod beatae distinctio at. Accusamus nostrum blanditiis laboriosam aliquid. Itaque sed aperiam fugiat porro vitae consectetur.,omdyal364@gmail.com,3950865.97,491882.22,rejected,2023-10-31
3708,Dasgupta-Bala,Eum velit modi rerum ad. Rerum perspiciatis temporibus. Mollitia omnis beatae labore mollitia incidunt.,champakd’alia65@gmail.com,7704405.36,4538502.45,approved,2023-07-21
3709,Misra and Sons,"Atque perspiciatis vitae enim. Quos quas nisi magni ab illum. Doloribus cum minus accusantium necessitatibus.
Earum provident neque nobis sit sunt reiciendis. Eum corporis reprehenderit.",yatansha694@gmail.com,5848133.72,3683725.56,approved,2020-09-07
3710,"Aggarwal, Ramaswamy and Gupta","Unde assumenda cumque repudiandae delectus quis dolores. Est cum ipsa doloremque maxime praesentium laudantium soluta.
Tempore ipsum debitis optio sunt natus. Amet eligendi nobis cumque.",gautamitoor241@gmail.com,5078894.1,4099878.65,rejected,2022-02-17
3711,Borra LLC,Facere est mollitia. Repellat voluptate maxime eum magni laboriosam. Sequi saepe ad ad praesentium omnis delectus minima. Placeat aliquam ex architecto explicabo.,yastidhawan549@gmail.com,2128180.95,1022251.43,rejected,2022-06-17
3712,Dua-Mittal,"Aperiam repellat architecto eos unde aliquam deserunt. Magnam dolores modi. Perferendis earum ullam.
Ad excepturi aspernatur consequuntur laborum tempore.",anushathaman203@gmail.com,2368368.37,1137225.19,pending,2024-07-21
3713,"Wali, Kashyap and Anne",Sed similique nulla optio qui dolore. Quisquam molestias debitis perferendis iste repellendus. Sed possimus enim sunt repellendus eligendi. Alias in consectetur quam.,kalamannan21@gmail.com,5562018.5,1626753.68,rejected,2022-01-15
3714,Raj Ltd,"Deleniti inventore laboriosam voluptatem tenetur sequi. Possimus hic eos facilis quia quae similique.
Quisquam aut id quasi minima. Aspernatur exercitationem suscipit perferendis quo.",yugguha387@gmail.com,734808.75,476229.04,pending,2022-11-17
3715,"Saran, Suresh and Behl","Rerum ducimus vero blanditiis amet error magnam. Aliquid tenetur explicabo voluptatem.
Illum quisquam dolores quasi culpa distinctio officia. Velit id necessitatibus deserunt maxime numquam sit.",georgemahajan87@gmail.com,7025274.82,5563776.59,approved,2022-04-07
3716,"Bhandari, Bhakta and Dara",Temporibus qui ullam nulla explicabo occaecati. Repellat totam corrupti ut perferendis laboriosam eius. Beatae architecto aperiam molestias amet culpa incidunt.,rishichaudhari742@gmail.com,4683692.31,1592386.75,pending,2023-09-06
3717,Venkatesh PLC,"Odio delectus quo autem. Sit reiciendis qui occaecati doloremque corrupti.
Rerum facilis magni et velit. Nobis dicta deserunt dolore fuga voluptatem.",aradhanabrahmbhatt479@gmail.com,11486185.94,892300.66,pending,2022-09-19
3718,Chawla-Chacko,Recusandae quas modi cupiditate nam nobis. Autem itaque error sit. Tenetur laborum occaecati saepe exercitationem sit minima.,gautamideep143@gmail.com,9615832.5,5566877.05,rejected,2024-09-26
3719,Bajwa Ltd,"Necessitatibus vitae ratione molestiae illo veritatis at. Incidunt expedita sed saepe omnis inventore. Velit recusandae iusto earum.
Alias exercitationem soluta praesentium necessitatibus nam.",devluthra987@gmail.com,4637101.86,3691616.83,pending,2021-03-26
3720,"Mistry, Samra and Desai",Ut accusamus magnam similique occaecati culpa quaerat. Aspernatur esse ipsum sit. Animi error inventore sunt quibusdam neque. Recusandae eveniet atque fugit eius velit aperiam id.,yahvighosh894@gmail.com,4787325.99,2073324.58,rejected,2021-02-14
3721,"Bumb, Mand and Bali",Nobis eveniet ratione eius omnis molestias. Alias aperiam laboriosam possimus sint. Deserunt magni consectetur doloremque.,gaurangbhat636@gmail.com,6991163.03,594908.03,pending,2022-09-11
3722,Murty Inc,Incidunt possimus enim totam iusto. A tempore molestias quis amet ullam cupiditate quis.,upasnaghosh725@gmail.com,8406345.22,6146854.44,rejected,2021-05-12
3723,Dugar-Lanka,Ducimus perspiciatis ducimus libero. Suscipit nihil maxime deserunt illo tempore. Ipsa doloribus porro recusandae.,zilmilkaul282@gmail.com,1723941.89,782923.05,approved,2023-12-05
3724,Bail-Baria,Mollitia eveniet consequatur impedit voluptates nobis. Distinctio quia eaque porro. Eaque blanditiis maiores voluptatum minus voluptatibus eligendi beatae.,nandinipai645@gmail.com,1427249.07,1229776.18,rejected,2020-01-19
3725,"Kumar, Mukhopadhyay and Badal",Voluptas sint eius qui. Quasi animi magni sapiente mollitia. Hic corporis odio.,bhavnabawa699@gmail.com,3755930.39,2155263.73,rejected,2022-10-03
